FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
161290,36225,3922,140
121498,15233,471,8312
76944,26831,2278,236
101044,23601,568,94
92698,43163,151,8881
62472,34974,720,79
114463,86947,580,790
120801,25015,213,3942
173297,28874,145,212
111509,34102,1280,4409
79923,45445,597,560
94139,47577,8262,75
90680,21384,1514,4200
88265,29848,483,252
99361,50815,727,6645
72448,55985,16553,5066
91352,42575,365,4743
106799,43321,1904,83
135108,63299,10751,4098
69089,40540,13870,5927
123481,39044,286,139
76614,29114,6887,97
111277,82813,1299,2496
68542,82295,1202,5460
165953,41510,469,2987
140636,29427,16509,216
99321,48621,382,190
78652,26250,1912,1296
73052,53902,8335,133
86485,36407,3022,2191
96622,65250,724,204
63728,37382,521,138
108259,28990,325,164
147773,45486,5708,13416
69262,37739,1558,94
101125,67171,2673,306
94449,49104,1932,314
73689,27444,709,4145
87240,19955,449,2862
89124,35447,219,182
44403,42996,448,4444
146124,32762,7842,318
74243,44685,351,102
109782,21571,83904,3460
112474,31469,644,972
62503,52518,29789,2921
97996,45348,1345,1372
101190,87874,75,2749
106906,40738,274,4626
137106,44881,561,120
86814,40157,455,5694
65079,25257,241,7246
103695,21844,739,3921
132624,36040,252,148
117472,45467,2165,310
73979,60659,10643,1923
158170,55130,59128,1899
72283,32868,1265,133
113950,49376,186,311
74208,63211,656,383
69784,38560,1215,1163
104672,33774,1717,3151
90412,45331,163,3299
51288,45091,166,7218
103920,37967,605,230
116066,37375,146,4079
99750,35598,4294,3316
145698,49520,7698,159
65998,36980,14954,206
111151,45840,98,86
74701,61741,252,2502
68423,28986,655,187
67741,23904,9790,101
81536,38309,140,2432
145814,38387,19644,128
75144,60688,597,3001
103651,52277,566,165
73794,20108,21207,5733
70234,18511,4009,47
128968,37266,2230,211
93732,60427,8098,170
148641,53223,17179,108
69925,50500,698,230
76709,65178,60,416
81849,52714,265,35
77771,49938,328,263
83808,49457,4591,4651
60605,36873,592,236
135764,25175,2015,4123
99395,33199,7184,12650
102885,73730,1264,7400
115386,48800,6784,67
87359,64400,697,6019
135867,30848,739,4841
65247,47205,450,1290
68831,35902,516,1955
71585,52159,11588,3891
113110,29919,43791,190
110391,23546,1246,224
161289,54974,20475,3922
110848,41278,249,2578
106742,21149,468,728
110995,92233,902,4856
136876,38115,954,253
115120,46003,9254,5761
95665,27451,411,320
107292,32802,16794,86
58015,49441,457,6735
133939,29239,690,8174
111210,75013,636,94
56798,34691,422,6799
103705,29774,1033,2139
94995,34787,7391,3529
74233,39868,2841,2642
79674,45232,359,7817
117082,46787,312,842
144811,41828,384,8183
136137,56087,888,337
78319,28188,563,8503
100042,39135,206,249
86255,40926,128,448
85219,21322,975,1997
119966,70331,341,46
85066,58453,12165,1765
107079,54221,1268,2579
103911,43444,1627,110
128126,41531,6314,63
107264,24892,1079,150
99407,47301,1670,78
115284,57285,486,336
103227,38982,16608,309
116121,95505,6167,258
116758,47761,18744,11646
117515,50128,2664,6613
52303,39527,28121,3426
131257,48298,1633,8214
100721,21517,17277,567
101680,54345,1046,4457
96305,40123,206,5038
105212,28279,32514,76
121765,28588,10961,3014
104456,48444,6033,3022
121439,93693,1030,4204
85537,126754,884,152
111716,46245,967,102
76628,61177,752,678
72009,67463,4698,413
99373,39625,378,86
156532,59007,727,2842
105618,86027,856,12107
94406,66925,954,63
87324,37289,727,5225
95926,54650,557,3091
110654,17854,1683,119
96820,72933,870,429
114664,30664,388,83
168691,50775,466,99
73580,24889,1522,129
173909,91664,853,43
86338,41547,11736,7074
100978,60503,14273,9943
145935,18809,126,4450
125491,34875,968,3161
113184,50250,48099,4097
86975,46254,214,752
155503,65568,574,2419
132237,45209,1141,72
78076,25430,1768,1987
118759,30596,314,448
68387,40329,1451,4264
178042,38430,2878,6452
100709,31698,471,11029
97476,63036,758,6574
147526,57211,1194,157
83054,31881,347,1383
67574,47313,1135,119
59467,45892,678,6229
103226,42065,545,268
87749,32598,652,158
100328,35892,9965,36
107197,39230,1373,86
179472,37730,31858,3561
68119,38053,1282,90
102684,47333,357,145
50847,85132,814,6945
97778,100869,634,172
81483,73420,2106,59
68873,61386,398,160
113339,33399,762,400
89702,22680,1261,56
147771,38537,4749,1081
69430,51109,1693,9131
140609,59697,219,8359
82227,20170,2746,5823
100601,77234,17333,190
143019,20616,13056,177
101167,29159,129,6681
78824,21827,47288,8119
120913,33915,1267,269
62767,34638,480,218
113378,51084,562,271
137221,21425,1904,4219
91297,23507,772,126
76152,89978,1346,2464
60138,30755,2466,194
115609,51236,6365,3142
117061,50402,18264,202
79961,26231,74,401
111034,26371,11912,4620
127011,27970,659,5142
48558,49464,2031,47
117634,19331,906,8110
64125,34927,741,71
109018,43112,497,2021
75093,62636,5691,203
79639,62125,183,80
79777,34997,353,279
106875,38060,454,377
131900,26596,175,5617
123999,44538,1399,3750
75551,34495,470,5900
98990,63761,6285,2563
116704,49322,13732,3902
103287,46078,352,7881
121649,47626,749,412
61914,32890,550,2781
111227,34260,681,306
87881,51054,1088,126
85636,31870,343,2495
89518,52501,773,4676
125725,24940,185,514
107116,59369,1124,7086
86561,79796,923,148
81531,25171,241,3673
73545,22476,99,40
115713,39506,12572,5248
143230,27264,25333,1919
94262,64505,738,27
73977,37870,1599,49
54723,31888,935,612
60784,34000,779,3415
132332,35367,1395,107
70583,42404,531,3514
124023,40835,825,2799
85662,39199,1145,4535
119490,21875,1963,4606
63579,16626,19285,1804
109344,34385,4262,1989
84612,42308,337,4467
95280,42077,28929,988
96787,31086,310,2884
94623,35963,443,12612
63761,41014,202,1600
114981,58068,502,5228
59754,20714,170,54
143778,83273,11191,106
83603,55751,485,450
178890,57651,840,176
69417,20042,1192,2301
134045,50735,681,4634
101497,29971,632,187
63504,61796,1106,3066
87376,44688,402,172
160257,25107,1217,55
95385,45107,1034,2798
104585,30824,20620,5233
85101,44400,227,85
85371,72230,341,51
66256,47154,799,5397
96245,42799,5307,2770
86046,69510,93509,178
112183,32773,169,3132
76878,25768,585,2185
91490,26206,8841,204
119128,18347,566,85
119790,23639,182,3225
120391,44850,308,491
109504,123667,263,2798
68211,25681,601,165
90225,68907,1275,319
70269,37110,11525,426
95807,23491,796,102
97453,29921,1222,2179
141158,47260,1563,182
86971,111327,19061,159
100923,32365,1010,5259
92017,34959,428,32
111158,40760,1094,47
90580,71167,654,2684
47374,40856,461,1599
85484,32361,720,93
56321,76372,1750,65
104840,36660,560,2288
105528,25769,17339,435
72673,28266,998,467
79730,33829,780,98
114727,50810,584,4019
124181,50790,1170,4455
100227,74286,1600,2090
101837,76809,9055,275
69436,45344,751,58
114197,45569,22942,64
129553,34488,728,400
84708,30214,374,155
84772,58041,189,5403
88268,50955,2330,186
97585,21112,1440,4779
80042,49791,1056,4061
143101,49265,1790,141
97225,56016,2008,5424
91566,40281,747,195
64101,34523,232,3584
178889,40064,339,92
74825,21289,27105,8323
124891,47464,748,277
69790,66913,3971,4155
75999,29686,456,44
61223,35927,969,3543
206909,39260,271,2876
104432,16657,1130,6428
102350,26295,16390,133
116088,77263,1251,4092
81162,32116,161,271
127370,61323,751,2626
101259,28706,8229,195
104864,38763,5458,45
119456,21035,22341,77
43528,57276,633,289
111469,18041,385,230
117274,60990,6426,13173
179105,25445,1198,833
153159,31040,324,9578
72049,33564,441,141
142651,27309,5771,291
136566,27197,715,272
81095,52380,319,86
141260,31569,1062,3085
104277,19184,12598,2474
70036,66792,32396,101
115372,70060,209,4224
134546,21382,695,11077
212510,38590,220,7688
110204,67446,594,121
140080,43998,220,162
88973,42132,512,1184
74147,86780,442,73
96925,21460,283,4393
100902,67647,193,56
81196,61317,577,5658
85380,26188,1908,105
101136,45077,788,1847
76655,17523,443,456
117464,58660,18333,3641
132175,52701,420,232
85378,47550,44705,29
109133,44526,604,170
110307,29595,789,5011
73673,43381,137,340
156654,30713,1214,154
106542,36238,136,352
99172,25106,6649,132
104407,43409,1239,2213
114734,18605,724,277
101193,20295,74,395
175810,30526,1275,2941
103427,41256,1171,104
112290,45163,466,3346
73579,19071,42486,188
146881,22010,236,2064
72000,52143,919,11911
129846,79286,632,12580
90338,28027,405,2455
106776,26370,1257,183
132676,38550,1595,146
106984,15695,31743,15177
101188,43042,571,199
133034,61181,691,169
91045,94033,11246,10448
124275,36304,270,410
76084,50116,37132,1858
109872,34675,829,571
87266,37466,15529,4280
141147,34386,801,6997
92017,42416,366,100
130119,44298,38420,178
49742,52049,599,3835
84652,103035,1093,38
102525,39467,381,187
60403,27049,1590,117
79849,51896,607,324
74921,84561,1277,403
122197,32614,908,11234
98077,63460,9409,416
102594,41692,344,3311
217498,33387,572,134
76461,25560,1437,153
124619,36320,1825,4132
75989,40520,768,183
112026,36966,453,1528
143547,28522,932,5520
127542,41212,424,4351
76561,44385,779,4281
87162,23666,435,104
109693,82641,905,3900
112157,25928,146,2858
134389,69574,142,134
62152,36402,254,4324
105777,58032,703,4164
187081,13842,617,9134
110872,36655,28573,4886
199442,53905,356,7139
122977,34074,678,5219
99868,50201,13435,518
62828,35702,23125,350
76930,65597,14088,3331
103543,42631,16147,4280
173084,34358,1090,197
68958,35417,445,7640
145586,28107,169,284
119711,34612,396,90
116208,42041,740,4740
128084,50986,38553,86
160277,31109,892,5429
80449,27565,7143,465
101359,35159,6267,235
81002,43854,171,204
90405,31274,280,156
72535,46405,409,1965
68082,44334,676,116
128790,52446,417,128
91112,15283,387,327
119258,56171,9823,6110
142652,23814,942,59
84774,38234,45405,305
83107,95655,320,108
96232,15572,338,76
162163,35245,1781,1314
146351,40897,384,2123
116995,37107,629,2844
129203,54016,754,93
125185,65129,371,254
83467,53503,165,257
114166,49490,109,2505
102981,35481,1516,142
126794,34800,1037,215
170324,71472,45200,7225
61855,34463,701,5851
73269,46318,13039,189
86951,38454,429,74
79210,53232,8816,2121
154385,49439,484,11988
115975,38816,859,1903
109328,28600,56926,114
76838,58870,779,80
96396,52351,20920,1209
120557,31514,293,12351
124467,64745,256,4250
130996,74026,689,250
96162,36153,772,131
139976,52138,22522,349
89098,84541,1568,366
134507,42413,322,79
95346,51271,1164,133
112132,22694,499,4650
110316,29044,14551,1289
103457,58385,243,108
81607,25695,33044,4856
129551,54095,1105,278
119354,107021,33478,96
96389,23154,206,167
94484,29666,3129,3224
99155,20178,965,2879
105103,27241,1181,228
99600,63672,856,261
86792,15729,43468,1099
95381,71247,3468,167
193699,19729,479,109
83972,17586,6519,210
121212,24260,13322,79
76307,57657,665,8106
69123,63577,453,180
153489,38285,310,9062
65812,45028,399,4214
90864,21555,1435,116
133053,45275,416,128
98955,55672,697,73
65927,37102,917,167
69853,75427,17127,4257
142779,36094,837,1695
94190,34728,232,4027
114964,28899,196,127
90651,71928,1156,83
84778,73091,13583,3287
91580,36902,25919,299
77715,62847,326,429
149878,28275,2503,51
128325,50714,1080,4881
78986,62347,15454,400
60677,42281,6051,213
62779,29215,51575,1933
90230,38517,1860,226
113660,24450,908,201
128364,45280,501,1181
123509,29889,759,2896
73101,61021,24183,127
56794,44836,274,123
103572,25163,607,130
87010,59906,702,444
89402,36147,16483,8562
96289,30853,188,150
154091,47381,1007,3198
98602,62360,11852,4257
84263,47340,1856,56
58320,23958,105,19
107522,39318,250,3712
71501,31112,239,76
158350,31617,708,334
87454,41232,712,94
98714,30632,7920,2541
103140,82452,1774,402
110948,23043,9592,135
94714,28349,398,12645
94972,24243,272,5035
115579,57755,2634,132
99144,88566,2617,107
117003,18009,17273,60
73988,27664,1060,3206
68323,37408,383,3798
86220,97355,16319,4720
132939,25304,11081,61
121277,36317,304,53
62170,33899,27884,1382
140399,37205,306,234
119407,47638,321,108
117275,27706,4144,5436
105697,27652,819,11344
113223,22846,606,40
147058,25130,9562,13071
91569,36912,1306,46
87100,32780,1025,5795
104333,31145,2706,2189
98949,47588,504,4927
120336,39285,2667,3938
113927,44650,1079,9065
92998,27690,521,1901
85361,71721,1130,4625
104483,28272,827,11851
85276,48944,506,213
158384,29479,1477,58
103074,96403,239,1114
101849,41735,482,164
122504,27602,173,3853
122531,72608,22316,412
77545,95585,311,19
139194,21340,845,188
149766,108919,1639,6308
115823,51333,507,103
77616,76299,1107,19478
93163,25057,104,9240
69733,58434,534,115
139795,48436,15371,159
85197,22626,42511,253
67156,22870,210,135
91054,11766,526,138
68897,40186,458,165
107206,23555,1619,6960
144047,41232,185,131
68315,59447,1057,44
133744,33317,144,881
97991,64734,583,2004
86750,58870,1758,2414
124156,60885,25716,163
111356,73486,306,8150
118313,26559,317,249
72653,42600,970,81
96978,72475,168,5416
100333,18307,102,462
112060,70131,2825,150
67263,25481,838,5699
85197,32860,2603,186
78256,49319,192,10212
94709,62369,999,4405
96098,47735,850,4342
132946,36897,540,2907
128015,21476,522,30
116666,44175,533,6128
70840,39494,450,315
69414,40852,492,4537
100066,46651,652,364
105162,39622,151,12478
103708,32621,16413,58
146389,44633,1259,107
59455,27111,1457,18807
95074,26682,25651,161
82580,32480,63130,47
113504,54685,15920,6297
130155,33964,860,73
81988,27349,247,2286
81509,77254,1661,3970
120656,42828,194,88
68302,23491,366,168
97225,35582,2130,2746
90680,57162,43496,7189
106322,42510,27582,332
120696,34155,344,73
52030,67254,823,74
108360,25298,1972,476
91514,65053,282,531
76882,17587,174,58
178211,37879,1929,3888
68019,20256,501,225
93859,55415,740,3880
95597,19328,7754,164
118452,32793,180,174
66342,40751,435,260
86328,47848,890,3449
126180,88333,359,533
99866,60662,659,13714
159782,48365,9117,2721
144811,40474,1463,130
72618,51746,9599,6890
140912,103890,1285,730
75631,48820,2045,11224
98361,30887,661,318
100755,53299,293,2533
125400,42410,299,3269
72083,37327,27807,3862
112394,70127,11019,337
110826,47057,482,1407
119534,72330,2641,2254
145902,28268,224,113
134350,31065,1483,4597
117463,52299,12290,199
84164,38789,441,103
60205,32938,4517,334
104197,51648,18811,1904
134185,41237,1084,4591
95979,44850,378,101
74634,32423,768,51
108823,49458,111,4991
101943,32264,14842,1485
75524,73497,376,275
80817,29463,281,1694
52308,42780,998,366
130603,36601,6648,123
112933,31345,328,4274
81184,38322,696,211
139601,22720,14365,2092
95293,43927,740,4996
47205,49324,346,186
77046,64082,397,97
49263,23443,12683,3334
59494,25596,2094,40
93234,44156,2520,62
62769,22506,183,278
211820,24539,679,200
92772,37543,1150,258
130559,21266,13539,349
57777,27935,798,2048
109525,22180,4046,189
106501,41521,10059,145
111224,17131,289,185
102312,94156,610,293
131910,34426,21391,191
96954,79373,1258,181
119900,47673,312,1937
101942,31005,365,2852
160329,47782,17589,19714
93159,48411,12474,1473
119029,77012,1287,230
105332,69611,264,1655
100288,19888,14016,10960
110240,28362,11133,379
120047,20087,779,165
66394,45959,12628,10293
71316,30486,13916,120
87564,54184,456,7301
151073,50399,501,313
98939,51971,788,155
103477,57737,538,148
88620,39201,99,119
249144,65521,1322,111
94343,45941,469,190
120924,70805,286,548
81743,22452,242,2750
116112,24426,219,140
61469,56243,398,5840
73553,77345,577,82
123656,54447,3178,121
204143,39736,124,128
129442,17626,423,5411
128334,56432,699,7525
86326,72260,1184,5767
113387,37885,931,180
126930,53303,1207,342
90227,53079,6141,305
81735,45858,11533,3078
82884,29666,12638,3597
127839,61965,422,92
124864,33616,195,218
108510,63207,5870,5134
80054,40440,301,4511
66327,32251,117,83
117607,42552,2112,2603
187201,46943,37475,2446
129500,40185,440,5330
85917,29811,573,253
79698,20711,167,209
152086,21325,877,200
115657,48948,797,386
73121,52757,770,234
103715,55612,7696,1604
66066,61601,1508,113
108180,27701,148,8228
97994,35113,8495,59
66253,49539,225,129
111591,31338,687,248
93753,27989,254,308
117604,71285,2547,128
124540,46894,241,71
118330,68787,100,6131
64107,44629,12127,9263
74498,96676,968,348
97712,69881,93,3636
92454,68632,15773,4509
55919,32242,134,338
113377,51444,35899,114
101772,40533,762,3225
121150,21727,716,6979
73876,33910,442,7550
167451,34577,7015,348
72546,45459,118,3688
93552,19405,889,147
95291,34270,348,3080
124877,37904,255,183
86255,44507,1086,64
136887,37002,374,3385
67598,35054,232,93
80735,26200,831,3049
92670,45146,681,33
67696,20944,1007,3816
104108,31758,125,4710
75429,48570,30173,3965
137396,17973,115,1440
227802,51244,55700,218
156750,31082,15788,4430
107625,34916,31910,111
202106,44258,256,101
204896,33463,3367,2351
73083,91514,299,4107
91257,78091,1322,159
124979,101747,9295,3025
100084,87845,1098,5371
96299,40933,355,59
66322,14979,16455,216
173709,68556,542,476
72389,71239,206,1896
75935,32491,725,116
100766,86796,4855,143
166061,26344,269,2062
88091,44383,59750,8380
91752,26695,16639,3440
92293,19126,1347,88
130043,21030,503,2987
123981,105892,8280,23
95514,35365,673,136
60601,40710,21162,14017
169372,79378,1167,95
80955,33218,9101,14910
85169,37430,444,15302
72849,36882,738,58
130646,56813,1857,2143
84673,35053,355,4954
87525,27242,514,2298
55974,19550,367,759
88158,40506,697,3338
97797,34088,168,351
102613,54335,796,70
63941,89237,13962,273
128383,21927,377,510
123314,44203,11756,89
94436,30138,1020,9644
124447,23034,801,62
76129,36587,477,149
108469,25119,1621,188
112923,105251,513,544
101568,52652,1175,5822
115471,36310,550,60
72814,45245,1324,259
82468,14498,545,4598
102007,39087,1483,303
161557,48802,21780,93
124796,42443,569,5626
103846,34265,354,150
109499,15861,486,294
89693,14647,6701,237
93004,44383,2535,5785
78731,31724,18652,2701
111514,42550,190,280
215023,57570,422,10301
212204,29142,32927,229
154585,69932,302,2809
77799,34380,14223,106
97009,38390,213,58
119904,52446,473,117
120933,62828,191,2994
93460,14699,402,189
103475,27360,460,6130
133336,24612,207,101
143716,28263,1499,159
74478,46391,477,204
138670,48280,13767,242
83210,32259,702,83
95986,56171,889,420
75579,27011,1218,279
136235,43000,414,2517
110034,40719,12810,1438
127094,41871,362,14625
128174,28647,2424,3182
144304,76988,14192,115
88376,35631,631,135
103019,95404,4420,215
137898,64416,356,4307
103006,33750,594,4612
186733,49224,209,422
119762,27017,1154,197
84967,36164,699,4853
74610,32789,557,105
88377,40058,702,202
131618,57479,3842,3162
86378,31700,534,2846
60280,66355,2079,567
110615,42482,861,3247
62235,35972,843,4971
84595,42775,665,191
141146,36683,6532,6302
135808,28382,235,8584
108653,39844,367,146
132543,44216,440,52
150129,61147,69006,4666
89458,47329,758,334
76021,33823,882,202
107461,57230,18971,506
118035,71961,1389,564
142394,25012,830,5264
117254,36454,24473,5371
138691,52228,11297,74
139774,43613,37058,344
74663,32559,830,2863
164843,18683,229,3908
64452,26069,912,1291
169619,235019,789,2647
96540,31531,5947,1355
96667,39749,323,2386
79304,37655,184,6314
81685,36480,479,72
88594,54280,144,186
94727,25890,182,3432
53862,13117,1844,4593
85418,22905,1161,3633
193681,21911,25160,12559
71962,55153,312,334
111564,27592,326,5279
184541,30364,18770,7809
67224,38434,390,29
122962,30054,164,4830
113085,46242,1321,2530
189565,15596,615,1227
114873,37179,9097,89
123079,30009,448,3859
111545,45489,79,1992
69597,12684,538,256
90519,59674,1134,101
102506,51989,146,142
46658,24437,9741,5291
97081,60721,674,6427
108840,25678,777,5943
79705,47433,931,147
124422,47905,24161,1161
85234,39110,1175,3850
137011,33936,13725,376
97249,29933,300,3731
98459,68893,45457,232
92835,45635,25445,246
121832,46597,892,343
92334,37906,466,14688
96982,22960,1347,121
112647,41031,430,6467
99616,50454,16679,393
142476,30727,666,960
94504,38386,235,4822
50705,61734,409,126
66379,31330,467,49
81789,24241,18802,109
119620,35542,939,3842
151170,60434,6797,209
171003,54676,6924,180
110758,48884,952,4526
92688,39064,685,2002
83054,24448,3030,78
202873,35995,911,201
80953,38982,1604,3022
123997,27847,14937,246
135191,41889,10138,16663
86242,49783,244,112
103543,43234,405,3377
100123,41032,77917,53
112014,47477,9006,3165
136622,29676,706,190
154379,26838,1326,7744
86604,37465,134,110
146400,44216,35804,3529
78049,50727,21690,5068
81192,48924,2038,469
53588,65369,4479,3215
69806,62959,1084,6533
95396,26860,243,5177
142843,52171,326,4387
104880,48167,925,102
100971,42033,17688,6797
83806,50851,24951,113
113436,68922,632,124
156878,50410,690,6338
95951,80996,1368,333
55814,69846,571,164
114669,62147,30023,71
103786,47185,13278,11939
142420,59801,1397,7659
80423,63340,15882,139
115988,39135,617,150
112812,48233,278,9027
164725,23345,610,193
67769,64779,3298,4198
78985,74621,31674,238
165612,38970,420,3647
65151,30024,2576,1275
83448,27888,10660,145
68579,42469,7138,48
117984,90887,1338,161
96815,65658,10387,6179
80996,69720,427,1847
87086,27350,1079,4656
98983,18971,491,2494
84487,50358,7754,352
69428,32733,34327,51
87778,36973,303,45
82892,39889,593,4731
156746,67804,2574,4624
168129,29340,524,514
143965,22911,622,235
118713,69135,2156,205
151603,37322,1185,4993
53422,41912,23624,1906
81509,32363,13321,1439
73681,69250,190,356
119615,17018,901,3091
139220,24759,850,245
107595,25965,22489,7665
108203,46662,2701,121
70671,27852,704,182
105617,35940,14006,2205
60371,27777,6151,8916
113235,83615,921,155
83706,45718,537,9116
60444,54483,11611,2196
175596,98116,2214,65
120085,45155,19780,36
147138,60551,149,8595
133382,31804,10394,258
184350,31037,215,7058
68875,32080,932,3003
95076,53064,16006,6304
100174,48731,595,404
104569,41449,803,298
177100,40418,1338,2094
85402,20037,462,11946
117541,95912,163,12055
88333,49282,37147,35
107097,58413,324,76
83145,41888,619,6996
98695,36812,85,66
78284,43502,384,92
133060,63474,561,173
61645,63570,6655,196
149758,67577,2437,118
122411,33251,45442,6236
132159,33656,291,7336
72397,33815,160,111
129320,83152,12704,3363
124026,38950,9062,1626
89258,30581,227,79
105631,32242,1316,45
102807,44259,3767,151
102500,51850,1032,75
112404,25205,1000,1671
85987,25634,473,61
108500,27944,510,2602
108649,34641,887,3725
170564,40556,850,2218
161417,37809,7492,87
87224,47787,348,7271
97954,61675,1358,1598
145794,35071,721,1770
74386,29828,1318,100
73722,50749,511,3596
61519,32056,100090,51
133304,23809,1172,68
95865,41109,429,4074
64353,50134,155,3834
74447,54885,354,4511
117723,50904,176,63
93294,39934,875,13770
193311,46410,805,86
99698,68615,310,104
112466,22607,428,107
65002,75819,11378,438
89289,34741,2891,35
139510,38763,1102,12157
115288,48418,641,150
55752,23232,2281,107
84158,66166,1352,5096
148084,24530,283,4450
69166,15066,318,11780
114422,34245,1460,155
75789,24142,522,53
143578,72555,462,124
92329,70533,403,220
81050,29836,371,226
102475,22742,4229,159
78743,35329,348,191
104227,71533,899,244
129125,44494,471,4332
78579,21772,959,103
138546,30431,1085,2174
116291,40524,832,3472
80854,82853,15199,3443
90911,49810,220,5441
118746,18783,1892,8497
105315,19386,614,103
47192,30268,323,89
102441,56323,670,5992
156867,23002,458,3691
198371,70803,1048,337
69231,24219,20697,132
112401,31460,581,2354
58459,34033,230,407
102614,35350,1110,3437
149311,26640,792,893
126937,71689,697,2155
136748,35084,23022,66
86395,20507,424,4515
111532,28939,2817,3255
108056,24206,1108,583
103038,53401,6950,1932
94798,45944,2001,93
121267,22818,399,122
87495,34222,907,198
95049,41198,20903,5253
55095,41642,618,56
65651,73281,1057,2543
109382,28572,663,238
66576,80423,759,6766
179237,20557,168,177
68814,37475,461,182
80090,38204,603,8190
62997,46157,389,163
65671,21435,613,153
82367,23176,363,2447
186220,27723,265,537
79609,41560,612,12319
89192,23835,1735,170
103271,56416,723,2488
73679,20031,142,5433
80710,40440,145,79
79283,106132,6763,263
68142,24913,281,137
155412,45070,447,8586
101287,91907,2733,143
104108,70871,364,93
96603,25349,954,4898
76064,26866,13263,145
120099,36095,1346,379
114237,45819,264,225
118774,49092,3172,85
84199,30590,444,50
110844,31852,435,131
92711,36939,26191,4487
100170,22279,10751,2940
60108,38797,5492,192
91945,33238,680,57
170563,35428,803,2761
122885,62178,20639,251
70286,37453,1250,4875
87674,39515,594,593
143740,55500,1002,4126
80722,37831,472,194
101018,76703,293,4035
101016,23828,13784,74
127491,37573,635,1565
139768,93835,177,3410
108929,26643,1159,4895
145957,34549,5497,7665
153190,76044,1170,273
170738,23335,208,115
93870,40551,190,5565
96337,66198,16848,8172
144378,31143,11416,3788
90731,65694,28451,120
80694,40846,184,197
108736,28625,1222,195
107726,52638,2088,146
63212,25830,1566,3609
102058,60239,2331,3345
126175,106060,415,228
52613,28027,480,140
142701,27680,619,4958
112994,27441,240,329
95825,53928,525,2430
126266,54958,907,68
61421,27077,312,3750
114113,64985,1060,3762
106342,29781,329,320
126961,42013,33075,250
104338,35408,830,1376
154969,16244,600,1210
154475,64990,7318,3592
108081,74973,440,7619
61348,65053,837,6254
168319,44357,417,236
145615,32502,158,360
111132,28837,123,6161
65190,59345,31024,5664
92015,33442,309,228
124973,43028,3619,139
98992,20530,290,1952
93229,84624,2596,117
56298,25020,21010,10383
83840,28753,735,5464
156054,52128,18916,353
121103,30548,142,104
99788,23594,355,211
105097,23767,25847,3390
103937,45605,218,249
138214,63464,331,98
125673,62291,158,66
97685,35489,2145,6577
91740,74055,1936,4212
80780,52570,211,1488
96058,72195,13673,14710
122923,33945,148,147
79838,59812,2408,202
92369,30613,567,2233
138092,53460,453,115
56166,30767,30458,227
76859,28877,242,2463
107734,52963,436,456
85035,30321,1193,3214
124700,40240,2776,98
102496,33182,712,127
60022,58172,556,159
110576,41647,447,196
74177,66278,8608,207
96470,51150,9372,172
87506,28734,123,281
142255,20145,4019,2327
74489,39867,763,3876
71825,33835,268,4156
109021,44494,27173,56
122258,97379,417,9648
79482,32954,8510,301
142489,53161,1799,265
92969,24058,606,183
125571,41991,10970,170
107903,25114,7703,1918
111693,15087,1112,211
93397,90882,656,7012
142277,33597,4452,3853
100700,50969,1922,681
134451,58117,538,5285
172620,65749,14633,5697
152257,46346,802,157
79504,19515,1496,219
85202,52874,462,1529
220269,35550,14301,6460
101582,46767,3104,161
75894,41407,199,2338
90261,49485,1144,91
136409,68533,249,220
98176,60003,291,660
93017,51677,510,24120
75114,19031,323,5026
66637,18454,1420,324
91395,69044,7971,382
145351,67684,14056,3952
79510,67384,568,305
117141,83433,206,572
109640,41905,19597,377
91698,50122,358,142
94219,53073,1289,269
132753,56043,494,42
76043,117989,687,10209
131389,35830,571,2652
80194,49837,1185,238
129128,65325,938,1917
88787,14784,1624,636
92761,33469,15572,4254
175472,65273,814,7634
161523,34829,720,1240
113316,32673,497,127
105331,23400,1033,5719
158770,26262,368,5027
93991,61607,16567,364
79409,39774,261,196
115595,24293,352,75
99073,32847,906,102
104190,70193,596,4062
95686,48391,2578,149
119705,48468,574,108
112668,32557,753,8137
117195,80476,22912,290
87394,47273,371,109
96465,27105,354,211
76214,45400,1152,201
121749,51820,879,4337
84368,44471,12388,114
80703,56740,415,133
83188,31455,25894,3891
95650,38615,28960,3662
63934,14612,424,3711
115278,46126,262,211
77935,73318,1339,563
119078,35568,1580,746
88832,29354,1335,10315
145246,18333,336,326
90098,66708,430,3029
96729,19021,268,1659
91118,10061,10946,150
131175,86839,34439,5872
82556,39121,2960,7477
70827,54299,194,51
122907,40472,629,478
161801,36154,391,1430
75564,33130,860,94
132922,34562,263,58
89499,31168,124,3103
90634,14698,993,3206
99811,28406,465,5867
88752,44574,136,1519
91538,82912,1938,1754
131839,31130,310,617
91618,43430,1034,2665
112476,95665,707,5895
85297,31012,421,235
163076,34223,2613,79
127789,39698,806,2098
150348,44007,506,88
99467,28597,2768,228
86815,14864,14844,1294
95847,35622,767,127
70011,50628,1426,4506
103312,31527,6398,337
78858,30469,11852,333
103572,67882,24927,3258
128724,52539,598,3712
116414,41367,3641,2126
113561,29643,6235,191
85512,54392,570,125
119231,30305,527,8283
59273,56733,468,227
80833,29481,454,202
96096,28597,5789,214
85622,42260,4779,115
73521,36544,1612,3152
73244,19712,133,5862
81816,33947,1031,109
99492,61921,1142,6122
119316,41440,378,1923
87569,52729,21144,7413
94239,19197,2016,505
101736,48254,460,1951
