FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
89040,36844,21729,402
63136,46491,1021,275
78308,76294,7753,209
101266,34698,275,120
89299,54740,10686,60
93988,47134,592,102
80143,42374,433,186
106547,30542,6844,231
71463,56150,194,265
100834,32580,248,76
93831,34308,632,230
94994,53681,36620,107
101871,62156,8008,6345
91887,40588,11729,37
188713,24634,1024,378
111635,80652,236,146
75073,60629,5596,511
94769,36782,798,115
115289,38457,631,61
82832,67387,3870,361
76648,44863,8795,541
119661,41195,467,590
117956,50860,16619,352
117250,37629,17163,172
58348,19146,12891,236
109004,37759,1747,44
143430,19440,887,95
146542,40197,194,331
132184,52814,796,107
116359,24302,248,92
111022,44027,1011,155
117805,29474,714,30
136356,64247,379,249
100534,20241,774,304
78256,18739,278,75
93960,44481,89,2864
128871,43834,55629,228
71774,80660,8910,112
81019,50462,1050,180
109510,46404,621,65
90260,46051,7083,126
92455,24792,321,873
99597,20700,9406,396
128294,64679,835,210
79982,33831,517,124
105590,51757,401,122
86602,60659,579,843
82824,33856,260,214
84157,43260,635,937
114730,27232,6578,35
75188,66852,1249,148
93333,39322,251,311
112875,67812,9120,241
102023,27156,58239,363
93727,23411,971,41
130553,16466,3572,302
94767,65295,175,37
73799,53384,13622,128
121348,57528,1068,123
109697,33210,20134,10511
114505,53494,1118,363
93817,69789,1069,72
84610,58194,5422,134
101955,26341,697,256
72256,80682,944,174
124622,81156,665,33
90859,16093,453,1546
125069,25536,346,81
64750,57199,456,400
69671,23522,656,171
78098,28763,484,104
123775,41950,1259,40
72079,45196,11431,321
171770,33428,849,464
76341,53123,205,144
97452,58974,1541,268
89712,32120,2557,286
76719,35716,2691,106
101954,22391,824,117
91530,26190,154,138
130825,18730,169,278
52880,38617,992,2819
61643,25461,397,95
155237,22787,1414,274
138194,22505,288,167
66475,30287,205,250
68291,38148,110197,112
95739,27334,505,78
87923,27799,551,113
126543,58634,178,1180
188123,22140,1234,190
84345,23643,665,86
49313,30184,607,151
135260,37290,315,575
92042,20166,553,153
94043,23951,1193,115
148645,40407,297,193
138640,38856,415,179
72931,43139,1459,198
118231,22877,943,130
97546,88399,3523,262
90552,27666,294,107
95293,30976,621,159
80915,31477,21363,412
80566,73233,1086,277
100328,16039,758,199
104100,81597,150,209
141112,38523,31408,159
92870,31525,1561,104
136360,46658,621,82
72509,42766,1333,98
122583,79963,3027,122
106319,39286,9786,64
86293,20588,557,186
80348,34304,670,279
116020,48470,312,147
72264,49312,1028,447
71002,39960,1365,90
87910,44518,1946,246
53829,51567,614,237
137710,42035,741,67
84232,30762,571,195
149788,26983,2468,55
62980,36458,1138,570
100480,36263,908,73
113228,48667,2445,119
93954,64815,919,99
157689,30672,19668,107
128075,28098,426,521
118527,51780,722,242
133393,37922,70132,301
137420,62637,1650,379
86747,35657,475,67
93845,28396,12340,96
94139,70102,180,104
161290,36225,3922,140
121498,15233,471,5244
76944,26831,2278,236
101044,23601,568,94
92698,43163,151,374
62472,34974,720,79
114463,86947,580,28
120801,25015,213,157
173297,28874,145,212
111509,34102,1280,177
79923,45445,597,560
94139,47577,8262,75
90680,21384,1514,168
88265,29848,483,252
99361,50815,727,4193
72448,55985,16553,205
91352,42575,365,191
106799,43321,1904,83
135108,63299,10751,163
69089,40540,13870,243
123481,39044,286,139
76614,29114,6887,97
111277,82813,1299,96
68542,82295,1202,222
165953,41510,469,116
140636,29427,16509,216
99321,48621,382,190
78652,26250,1912,48
73052,53902,8335,133
86485,36407,3022,84
96622,65250,724,204
63728,37382,521,138
108259,28990,325,164
147773,45486,5708,583
69262,37739,1558,94
101125,67171,2673,306
94449,49104,1932,314
73689,27444,709,165
87240,19955,449,111
89124,35447,219,182
44403,42996,448,178
146124,32762,7842,318
74243,44685,351,102
109782,21571,83904,136
112474,31469,644,35
62503,52518,29789,114
97996,45348,1345,51
101190,87874,75,107
106906,40738,274,186
137106,44881,561,120
86814,40157,455,233
65079,25257,241,301
103695,21844,739,2474
132624,36040,252,148
117472,45467,2165,310
73979,60659,10643,1213
158170,55130,59128,72
72283,32868,1265,133
113950,49376,186,311
74208,63211,656,383
69784,38560,1215,42
104672,33774,1717,123
90412,45331,163,130
51288,45091,166,300
103920,37967,605,230
116066,37375,146,163
99750,35598,4294,130
145698,49520,7698,159
65998,36980,14954,206
111151,45840,98,86
74701,61741,252,96
68423,28986,655,187
67741,23904,9790,101
81536,38309,140,1534
145814,38387,19644,128
75144,60688,597,117
103651,52277,566,165
73794,20108,21207,234
70234,18511,4009,47
128968,37266,2230,211
93732,60427,8098,170
148641,53223,17179,108
69925,50500,698,230
76709,65178,60,416
81849,52714,265,35
77771,49938,328,263
83808,49457,4591,187
60605,36873,592,236
135764,25175,2015,165
99395,33199,7184,547
102885,73730,1264,308
115386,48800,6784,67
87359,64400,697,247
135867,30848,739,195
65247,47205,450,1290
68831,35902,516,74
71585,52159,11588,155
113110,29919,43791,190
110391,23546,1246,224
161289,54974,20475,156
110848,41278,249,99
106742,21149,468,728
110995,92233,902,196
136876,38115,954,253
115120,46003,9254,235
95665,27451,411,320
107292,32802,16794,86
58015,49441,457,278
133939,29239,690,5158
111210,75013,636,94
56798,34691,422,281
103705,29774,1033,81
94995,34787,7391,139
74233,39868,2841,102
79674,45232,359,327
117082,46787,312,842
144811,41828,384,343
136137,56087,888,337
78319,28188,563,357
100042,39135,206,249
86255,40926,128,448
85219,21322,975,76
119966,70331,341,46
85066,58453,12165,66
107079,54221,1268,100
103911,43444,1627,110
128126,41531,6314,63
107264,24892,1079,150
99407,47301,1670,78
115284,57285,486,336
103227,38982,16608,309
116121,95505,6167,258
116758,47761,18744,501
117515,50128,2664,273
52303,39527,28121,135
131257,48298,1633,344
100721,21517,17277,567
101680,54345,1046,2812
96305,40123,206,204
105212,28279,32514,76
121765,28588,10961,1902
104456,48444,204,1906
121439,93693,1030,168
85537,126754,884,152
111716,46245,967,102
76628,61177,752,678
72009,67463,4698,413
99373,39625,378,86
156532,59007,727,110
105618,86027,856,522
94406,66925,954,63
87324,37289,727,3297
95926,54650,557,121
110654,17854,1683,119
96820,72933,870,429
114664,30664,388,83
168691,50775,466,99
73580,24889,1522,129
173909,91664,853,43
86338,41547,11736,4463
100978,60503,14273,423
145935,18809,126,179
125491,34875,968,124
113184,50250,48099,163
86975,46254,214,474
155503,65568,574,93
132237,45209,1141,72
78076,25430,1768,75
118759,30596,314,448
68387,40329,1451,2690
178042,38430,2878,4071
100709,31698,471,472
97476,63036,758,271
147526,57211,1194,157
83054,31881,347,51
67574,47313,1135,119
59467,45892,678,256
103226,42065,545,268
87749,32598,652,158
100328,35892,9965,36
107197,39230,1373,86
179472,37730,31858,141
68119,38053,1282,90
102684,47333,357,145
50847,85132,814,288
97778,100869,634,172
81483,73420,2106,59
68873,61386,398,160
113339,33399,762,400
89702,22680,1261,56
147771,38537,4749,39
69430,51109,1693,386
140609,59697,219,351
82227,20170,2746,238
100601,77234,700,190
143019,20616,503,177
101167,29159,129,276
78824,21827,47288,340
120913,33915,1267,269
62767,34638,480,218
113378,51084,562,271
137221,21425,1904,169
91297,23507,772,126
76152,89978,1346,95
60138,30755,2466,194
115609,51236,6365,123
117061,50402,18264,202
79961,26231,74,401
111034,26371,11912,186
127011,27970,659,208
48558,49464,2031,47
117634,19331,906,340
64125,34927,741,71
109018,43112,497,77
75093,62636,191,203
79639,62125,183,80
79777,34997,353,279
106875,38060,454,377
131900,26596,175,229
123999,44538,1399,149
75551,34495,470,242
98990,63761,6285,99
116704,49322,13732,155
103287,46078,352,329
121649,47626,749,412
61914,32890,550,108
111227,34260,681,306
87881,51054,1088,126
85636,31870,343,96
89518,52501,773,188
125725,24940,185,514
107116,59369,1124,294
86561,79796,923,148
81531,25171,241,145
73545,22476,99,40
115713,39506,12572,213
143230,27264,25333,1211
94262,64505,738,27
73977,37870,1599,49
54723,31888,935,612
60784,34000,779,2155
132332,35367,1395,107
70583,42404,531,139
124023,40835,825,109
85662,39199,1145,182
119490,21875,1963,185
63579,16626,19285,68
109344,34385,4262,75
84612,42308,337,179
95280,42077,28929,623
96787,31086,310,112
94623,35963,443,545
63761,41014,202,60
114981,58068,502,212
59754,20714,170,54
143778,83273,11191,106
83603,55751,485,15
178890,57651,840,176
69417,20042,1192,88
134045,50735,681,186
101497,29971,632,187
63504,61796,1106,120
87376,44688,402,172
160257,25107,1217,55
95385,45107,1034,109
104585,30824,20620,212
85101,44400,227,85
85371,72230,341,51
66256,47154,799,220
96245,42799,5307,107
86046,69510,5004,178
112183,32773,169,123
76878,25768,585,83
91490,26206,8841,204
119128,18347,566,85
119790,23639,182,126
120391,44850,308,491
109504,123667,263,109
68211,25681,601,165
90225,68907,1275,319
70269,37110,11525,426
95807,23491,796,102
97453,29921,1222,83
141158,47260,1563,182
86971,111327,19061,159
100923,32365,1010,214
92017,34959,428,32
111158,40760,1094,47
90580,71167,654,104
47374,40856,461,60
85484,32361,720,93
56321,76372,1750,65
104840,36660,560,88
105528,25769,17339,435
72673,28266,998,467
79730,33829,780,98
114727,50810,584,160
124181,50790,1170,179
100227,74286,1600,79
101837,76809,9055,275
69436,45344,751,58
114197,45569,971,64
129553,34488,728,400
84708,30214,374,155
84772,58041,189,220
88268,50955,2330,186
97585,21112,1440,193
80042,49791,1056,162
143101,49265,1790,141
97225,56016,2008,221
91566,40281,747,195
64101,34523,232,142
178889,40064,339,92
74825,21289,27105,349
124891,47464,748,277
69790,66913,3971,2621
75999,29686,456,44
61223,35927,969,140
206909,39260,271,112
104432,16657,1130,4056
102350,26295,16390,133
116088,77263,1251,163
81162,32116,161,271
127370,61323,751,101
101259,28706,8229,195
104864,38763,5458,45
119456,21035,22341,77
43528,57276,633,289
111469,18041,385,230
117274,60990,6426,571
179105,25445,1198,30
153159,31040,324,406
72049,33564,441,141
142651,27309,5771,291
136566,27197,715,272
81095,52380,319,86
141260,31569,1062,121
104277,19184,12598,95
70036,66792,32396,101
115372,70060,209,169
134546,21382,695,474
212510,38590,220,321
110204,67446,594,121
140080,43998,220,162
88973,42132,512,43
74147,86780,442,73
96925,21460,283,176
100902,67647,193,56
81196,61317,577,231
85380,26188,1908,105
101136,45077,788,70
76655,17523,443,456
117464,58660,18333,144
132175,52701,420,232
85378,47550,44705,29
109133,44526,604,170
110307,29595,789,3162
73673,43381,137,340
156654,30713,1214,154
106542,36238,136,352
99172,25106,6649,132
104407,43409,1239,84
114734,18605,724,277
101193,20295,74,395
175810,30526,1275,1856
103427,41256,1171,104
112290,45163,466,2111
73579,19071,42486,188
146881,22010,236,78
72000,52143,919,513
129846,79286,632,7937
90338,28027,405,94
106776,26370,1257,183
132676,38550,1595,146
106984,15695,31743,665
101188,43042,571,199
133034,61181,691,169
91045,94033,11246,446
124275,36304,270,410
76084,50116,37132,1858
109872,34675,829,571
87266,37466,15529,171
141147,34386,801,290
92017,42416,366,100
130119,44298,38420,178
49742,52049,599,152
84652,103035,1093,38
102525,39467,381,187
60403,27049,1590,117
79849,51896,607,324
74921,84561,1277,403
122197,32614,908,482
98077,63460,343,416
102594,41692,344,2089
217498,33387,572,134
76461,25560,1437,153
124619,36320,1825,165
75989,40520,768,183
112026,36966,453,57
143547,28522,932,225
127542,41212,424,174
76561,44385,779,171
87162,23666,435,104
109693,82641,905,155
112157,25928,146,111
134389,69574,142,134
62152,36402,254,173
105777,58032,703,166
187081,13842,617,386
110872,36655,28573,197
199442,53905,356,296
122977,34074,678,3293
99868,50201,13435,518
62828,35702,23125,350
76930,65597,14088,131
103543,42631,16147,2700
173084,34358,1090,197
68958,35417,445,319
145586,28107,169,284
119711,34612,396,90
116208,42041,740,191
128084,50986,38553,86
160277,31109,892,221
80449,27565,7143,465
101359,35159,6267,235
81002,43854,171,204
90405,31274,280,156
72535,46405,409,74
68082,44334,676,116
128790,52446,417,128
91112,15283,387,327
119258,56171,9823,251
142652,23814,942,59
84774,38234,45405,305
83107,95655,320,108
96232,15572,338,76
162163,35245,1781,48
146351,40897,384,81
116995,37107,629,111
129203,54016,754,93
125185,65129,371,254
83467,53503,165,257
114166,49490,109,96
102981,35481,1516,142
126794,34800,1037,215
170324,71472,45200,300
61855,34463,701,239
73269,46318,13039,189
86951,38454,429,74
79210,53232,8816,1339
154385,49439,484,516
115975,38816,859,72
109328,28600,56926,114
76838,58870,779,80
96396,52351,20920,44
120557,31514,293,533
124467,64745,256,2682
130996,74026,689,250
96162,36153,772,131
139976,52138,22522,349
89098,84541,1568,366
134507,42413,322,79
95346,51271,1164,133
112132,22694,499,187
110316,29044,14551,47
103457,58385,243,108
81607,25695,33044,196
129551,54095,1105,278
119354,107021,33478,96
96389,23154,206,167
94484,29666,3129,126
99155,20178,965,112
105103,27241,1181,228
99600,63672,856,261
86792,15729,43468,40
95381,71247,3468,167
193699,19729,479,109
83972,17586,6519,210
121212,24260,13322,79
76307,57657,665,340
69123,63577,453,180
153489,38285,310,383
65812,45028,399,168
90864,21555,1435,116
133053,45275,416,128
98955,55672,697,73
65927,37102,917,167
69853,75427,17127,170
142779,36094,837,63
94190,34728,232,160
114964,28899,196,127
90651,71928,1156,83
84778,73091,13583,129
91580,36902,25919,299
77715,62847,326,429
149878,28275,2503,51
128325,50714,1080,197
78986,62347,15454,400
60677,42281,6051,213
62779,29215,51575,73
90230,38517,1860,226
113660,24450,908,201
128364,45280,501,43
123509,29889,759,113
73101,61021,24183,127
56794,44836,274,123
103572,25163,607,130
87010,59906,702,444
89402,36147,16483,360
96289,30853,188,150
154091,47381,1007,125
98602,62360,11852,170
84263,47340,1856,56
58320,23958,105,19
107522,39318,250,147
71501,31112,239,76
158350,31617,708,334
87454,41232,712,94
98714,30632,7920,98
103140,82452,1774,402
110948,23043,9592,135
94714,28349,398,547
94972,24243,272,3177
115579,57755,2634,132
99144,88566,2617,107
117003,18009,17273,60
73988,27664,1060,126
68323,37408,383,151
86220,97355,16319,190
132939,25304,11081,61
121277,36317,304,53
62170,33899,27884,51
140399,37205,306,234
119407,47638,321,108
117275,27706,4144,221
105697,27652,819,487
113223,22846,606,40
147058,25130,9562,566
91569,36912,1306,46
87100,32780,1025,237
104333,31145,2706,1381
98949,47588,504,3108
120336,39285,2667,157
113927,44650,1079,383
92998,27690,521,1199
85361,71721,1130,186
104483,28272,827,510
85276,48944,506,213
158384,29479,1477,58
103074,96403,239,40
101849,41735,482,164
122504,27602,173,153
122531,72608,941,412
77545,95585,311,19
139194,21340,845,188
149766,108919,1639,260
115823,51333,507,103
77616,76299,1107,869
93163,25057,104,391
69733,58434,534,115
139795,48436,15371,159
85197,22626,42511,253
67156,22870,210,135
91054,11766,526,138
68897,40186,458,165
107206,23555,1619,288
144047,41232,185,131
68315,59447,1057,44
133744,33317,144,881
97991,64734,583,76
86750,58870,1758,93
124156,60885,25716,163
111356,73486,306,341
118313,26559,317,249
72653,42600,970,81
96978,72475,168,3417
100333,18307,102,462
112060,70131,2825,150
67263,25481,838,233
85197,32860,2603,186
78256,49319,192,435
94709,62369,999,2779
96098,47735,850,174
132946,36897,540,113
128015,21476,522,30
116666,44175,533,252
70840,39494,450,315
69414,40852,492,2863
100066,46651,652,364
105162,39622,151,539
103708,32621,16413,58
146389,44633,1259,107
59455,27111,1457,837
95074,26682,25651,161
82580,32480,63130,47
113504,54685,15920,259
130155,33964,860,73
81988,27349,247,87
81509,77254,1661,2505
120656,42828,194,88
68302,23491,366,168
97225,35582,2130,106
90680,57162,43496,4536
106322,42510,27582,332
120696,34155,344,73
52030,67254,823,74
108360,25298,1972,476
91514,65053,282,18
76882,17587,174,58
178211,37879,1929,155
68019,20256,501,225
93859,55415,740,154
95597,19328,7754,164
118452,32793,180,174
66342,40751,435,260
86328,47848,890,136
126180,88333,359,533
99866,60662,659,596
159782,48365,9117,105
144811,40474,1463,130
72618,51746,351,4347
140912,103890,1285,730
75631,48820,2045,481
98361,30887,661,318
100755,53299,293,98
125400,42410,299,128
72083,37327,27807,153
112394,70127,11019,337
110826,47057,482,52
119534,72330,2641,86
145902,28268,224,113
134350,31065,1483,2901
117463,52299,12290,199
84164,38789,441,103
60205,32938,146,334
104197,51648,18811,72
134185,41237,1084,185
95979,44850,378,101
74634,32423,768,51
108823,49458,111,202
101943,32264,14842,55
75524,73497,376,275
80817,29463,281,63
52308,42780,998,366
130603,36601,6648,123
112933,31345,328,171
81184,38322,696,211
139601,22720,14365,80
95293,43927,740,202
47205,49324,346,186
77046,64082,397,97
49263,23443,12683,131
59494,25596,2094,40
93234,44156,2520,62
62769,22506,183,278
211820,24539,679,200
92772,37543,1150,258
130559,21266,525,349
57777,27935,798,78
109525,22180,4046,189
106501,41521,10059,145
111224,17131,289,185
102312,94156,610,293
131910,34426,21391,191
96954,79373,1258,181
119900,47673,312,73
101942,31005,365,111
160329,47782,17589,880
93159,48411,12474,55
119029,77012,1287,230
105332,69611,264,62
100288,19888,14016,469
110240,28362,11133,379
120047,20087,779,165
66394,45959,12628,439
71316,30486,13916,120
87564,54184,456,304
151073,50399,501,313
98939,51971,788,155
103477,57737,538,148
88620,39201,99,119
249144,65521,1322,111
94343,45941,469,190
120924,70805,286,548
81743,22452,242,107
116112,24426,219,140
61469,56243,398,239
73553,77345,577,82
123656,54447,3178,121
204143,39736,124,128
129442,17626,423,220
128334,56432,699,314
86326,72260,1184,3639
113387,37885,931,180
126930,53303,1207,342
90227,53079,6141,305
81735,45858,11533,120
82884,29666,12638,142
127839,61965,422,92
124864,33616,195,218
108510,63207,198,3239
80054,40440,301,181
66327,32251,117,83
117607,42552,2112,101
187201,46943,37475,94
129500,40185,440,217
85917,29811,573,253
79698,20711,167,209
152086,21325,877,200
115657,48948,797,386
73121,52757,770,234
103715,55612,7696,60
66066,61601,1508,113
108180,27701,148,5191
97994,35113,8495,59
66253,49539,225,129
111591,31338,687,248
93753,27989,254,308
117604,71285,2547,128
124540,46894,241,71
118330,68787,100,252
64107,44629,462,392
74498,96676,968,348
97712,69881,93,144
92454,68632,627,181
55919,32242,134,338
113377,51444,35899,114
101772,40533,762,126
121150,21727,716,289
73876,33910,442,315
167451,34577,7015,348
72546,45459,118,146
93552,19405,889,147
95291,34270,348,120
124877,37904,255,183
86255,44507,1086,64
136887,37002,374,133
67598,35054,232,93
80735,26200,831,119
92670,45146,681,33
67696,20944,1007,151
104108,31758,125,190
75429,48570,30173,158
137396,17973,115,53
227802,51244,55700,218
156750,31082,15788,2795
107625,34916,31910,111
202106,44258,256,101
204896,33463,3367,90
73083,91514,299,164
91257,78091,1322,159
124979,101747,9295,1909
100084,87845,1098,218
96299,40933,355,59
66322,14979,16455,216
173709,68556,542,476
72389,71239,206,72
75935,32491,725,116
100766,86796,4855,143
166061,26344,269,78
88091,44383,59750,352
91752,26695,16639,136
92293,19126,1347,88
130043,21030,503,116
123981,105892,296,23
95514,35365,673,136
60601,40710,21162,611
169372,79378,1167,95
80955,33218,330,652
85169,37430,444,671
72849,36882,738,58
130646,56813,1857,82
84673,35053,355,200
87525,27242,514,88
55974,19550,367,759
88158,40506,697,131
97797,34088,168,351
102613,54335,796,70
63941,89237,13962,273
128383,21927,377,510
123314,44203,11756,89
94436,30138,1020,409
124447,23034,801,62
76129,36587,477,149
108469,25119,1621,188
112923,105251,513,544
101568,52652,1175,238
115471,36310,550,60
72814,45245,1324,259
82468,14498,545,185
102007,39087,1483,303
161557,48802,21780,93
124796,42443,569,230
103846,34265,354,150
109499,15861,486,294
89693,14647,6701,237
93004,44383,2535,3650
78731,31724,18652,105
111514,42550,190,280
215023,57570,422,439
212204,29142,1481,229
154585,69932,302,109
77799,34380,14223,106
97009,38390,213,58
119904,52446,473,117
120933,62828,191,117
93460,14699,402,189
103475,27360,460,252
133336,24612,207,101
143716,28263,1499,159
74478,46391,477,204
138670,48280,535,242
83210,32259,702,83
95986,56171,889,420
75579,27011,1218,279
136235,43000,414,97
110034,40719,12810,907
127094,41871,362,639
128174,28647,2424,125
144304,76988,14192,115
88376,35631,631,135
103019,95404,4420,215
137898,64416,356,172
103006,33750,594,186
186733,49224,209,422
119762,27017,1154,197
84967,36164,699,196
74610,32789,557,105
88377,40058,702,202
131618,57479,3842,124
86378,31700,534,111
60280,66355,2079,358
110615,42482,861,127
62235,35972,843,201
84595,42775,665,191
141146,36683,6532,259
135808,28382,235,5416
108653,39844,367,146
132543,44216,440,52
150129,61147,69006,2944
89458,47329,758,334
76021,33823,882,202
107461,57230,18971,506
118035,71961,1389,564
142394,25012,830,214
117254,36454,24473,218
138691,52228,425,74
139774,43613,37058,344
74663,32559,830,111
164843,18683,229,155
64452,26069,912,47
169619,235019,789,102
96540,31531,5947,50
96667,39749,323,92
79304,37655,184,3984
81685,36480,479,72
88594,54280,144,186
94727,25890,182,135
53862,13117,1844,185
85418,22905,1161,144
193681,21911,25160,543
71962,55153,312,334
111564,27592,326,214
184541,30364,18770,326
67224,38434,390,29
122962,30054,164,195
113085,46242,1321,97
189565,15596,615,45
114873,37179,9097,89
123079,30009,448,153
111545,45489,79,1257
69597,12684,538,256
90519,59674,1134,101
102506,51989,146,142
46658,24437,9741,215
97081,60721,674,265
108840,25678,777,243
79705,47433,931,147
124422,47905,24161,42
85234,39110,1175,153
137011,33936,13725,376
97249,29933,300,148
98459,68893,45457,232
92835,45635,25445,246
121832,46597,892,343
92334,37906,466,642
96982,22960,1347,121
112647,41031,430,267
99616,50454,16679,393
142476,30727,666,960
94504,38386,235,195
50705,61734,409,126
66379,31330,467,49
81789,24241,18802,109
119620,35542,939,153
151170,60434,6797,209
171003,54676,6924,180
110758,48884,952,182
92688,39064,685,76
83054,24448,3030,78
202873,35995,911,201
80953,38982,1604,118
123997,27847,14937,246
135191,41889,10138,735
86242,49783,244,112
103543,43234,405,2131
100123,41032,77917,53
112014,47477,9006,1997
136622,29676,706,190
154379,26838,1326,323
86604,37465,134,110
146400,44216,35804,139
78049,50727,21690,205
81192,48924,2038,469
53588,65369,4479,126
69806,62959,1084,269
95396,26860,243,210
142843,52171,326,176
104880,48167,925,102
100971,42033,717,281
83806,50851,24951,113
113436,68922,632,124
156878,50410,690,261
95951,80996,1368,333
55814,69846,571,164
114669,62147,30023,71
103786,47185,13278,514
142420,59801,1397,320
80423,63340,15882,139
115988,39135,617,150
112812,48233,278,381
164725,23345,610,193
67769,64779,101,168
78985,74621,31674,238
165612,38970,420,144
65151,30024,2576,47
83448,27888,397,145
68579,42469,7138,48
117984,90887,1338,161
96815,65658,10387,254
80996,69720,427,70
87086,27350,1079,187
98983,18971,491,96
84487,50358,7754,352
69428,32733,34327,51
87778,36973,303,45
82892,39889,593,191
156746,67804,2574,186
168129,29340,524,514
143965,22911,622,235
118713,69135,2156,205
151603,37322,1185,202
53422,41912,23624,72
81509,32363,13321,53
73681,69250,190,356
119615,17018,901,121
139220,24759,850,245
107595,25965,22489,320
108203,46662,2701,121
70671,27852,704,182
105617,35940,14006,84
60371,27777,6151,376
113235,83615,921,155
83706,45718,537,385
60444,54483,11611,84
175596,98116,2214,65
120085,45155,19780,36
147138,60551,149,362
133382,31804,10394,258
184350,31037,215,293
68875,32080,932,117
95076,53064,16006,259
100174,48731,595,404
104569,41449,803,298
177100,40418,1338,80
85402,20037,462,514
117541,95912,163,519
88333,49282,37147,35
107097,58413,324,76
83145,41888,619,290
98695,36812,85,66
78284,43502,384,92
133060,63474,561,173
61645,63570,6655,196
149758,67577,2437,118
122411,33251,45442,256
132159,33656,291,305
72397,33815,160,111
129320,83152,12704,132
124026,38950,9062,61
89258,30581,227,79
105631,32242,1316,45
102807,44259,3767,151
102500,51850,1032,75
112404,25205,1000,63
85987,25634,473,61
108500,27944,510,100
108649,34641,887,148
170564,40556,850,85
161417,37809,7492,87
87224,47787,348,302
97954,61675,1358,60
145794,35071,721,67
74386,29828,1318,100
73722,50749,511,142
61519,32056,100090,51
133304,23809,1172,68
95865,41109,429,162
64353,50134,155,2419
74447,54885,354,181
117723,50904,176,63
93294,39934,875,599
193311,46410,805,86
99698,68615,310,104
112466,22607,428,107
65002,75819,11378,438
89289,34741,2891,35
139510,38763,1102,524
115288,48418,641,150
55752,23232,2281,107
84158,66166,1352,206
148084,24530,283,179
69166,15066,318,507
114422,34245,1460,155
75789,24142,522,53
143578,72555,462,124
92329,70533,403,220
81050,29836,371,226
102475,22742,4229,159
78743,35329,348,191
104227,71533,899,244
129125,44494,471,174
78579,21772,959,103
138546,30431,1085,83
116291,40524,832,137
80854,82853,15199,136
90911,49810,220,222
118746,18783,1892,357
105315,19386,614,103
47192,30268,323,89
102441,56323,670,3781
156867,23002,458,2329
198371,70803,1048,337
69231,24219,20697,132
112401,31460,581,90
58459,34033,230,407
102614,35350,1110,135
149311,26640,792,564
126937,71689,697,82
136748,35084,975,66
86395,20507,424,181
111532,28939,2817,128
108056,24206,1108,583
103038,53401,6950,73
94798,45944,2001,93
121267,22818,399,122
87495,34222,907,198
95049,41198,20903,213
55095,41642,618,56
65651,73281,1057,98
109382,28572,663,238
66576,80423,759,280
179237,20557,168,177
68814,37475,461,182
80090,38204,603,343
62997,46157,389,163
65671,21435,613,153
82367,23176,363,94
186220,27723,265,537
79609,41560,612,532
89192,23835,1735,170
103271,56416,723,96
73679,20031,142,221
80710,40440,145,79
79283,106132,6763,263
68142,24913,281,137
155412,45070,447,361
101287,91907,2733,143
104108,70871,364,93
96603,25349,954,198
76064,26866,13263,145
120099,36095,1346,379
114237,45819,264,225
118774,49092,3172,85
84199,30590,444,50
110844,31852,435,131
92711,36939,26191,180
100170,22279,10751,1855
60108,38797,5492,192
91945,33238,680,57
170563,35428,803,107
122885,62178,20639,251
70286,37453,1250,197
87674,39515,594,593
143740,55500,1002,165
80722,37831,472,194
101018,76703,293,161
101016,23828,13784,74
127491,37573,635,58
139768,93835,177,134
108929,26643,1159,198
145957,34549,5497,320
153190,76044,1170,273
170738,23335,208,115
93870,40551,190,227
96337,66198,16848,342
144378,31143,430,150
90731,65694,28451,120
80694,40846,184,197
108736,28625,1222,195
107726,52638,2088,146
63212,25830,1566,2277
102058,60239,2331,132
126175,106060,415,228
52613,28027,480,140
142701,27680,619,200
112994,27441,240,329
95825,53928,525,93
126266,54958,907,68
61421,27077,312,149
114113,64985,1060,149
106342,29781,329,320
126961,42013,33075,250
104338,35408,830,51
154969,16244,600,44
154475,64990,7318,142
108081,74973,440,318
61348,65053,837,257
168319,44357,417,236
145615,32502,158,360
111132,28837,123,253
65190,59345,31024,231
92015,33442,309,228
124973,43028,3619,139
98992,20530,290,74
93229,84624,2596,117
56298,25020,21010,443
83840,28753,735,223
156054,52128,776,353
121103,30548,142,104
99788,23594,355,211
105097,23767,25847,133
103937,45605,218,249
138214,63464,331,98
125673,62291,158,66
97685,35489,2145,271
91740,74055,1936,168
80780,52570,211,55
96058,72195,13673,643
122923,33945,148,147
79838,59812,2408,202
92369,30613,567,85
138092,53460,453,115
56166,30767,30458,227
76859,28877,242,95
107734,52963,436,456
85035,30321,1193,126
124700,40240,2776,98
102496,33182,712,127
60022,58172,556,159
110576,41647,447,196
74177,66278,8608,207
96470,51150,9372,172
87506,28734,123,281
142255,20145,4019,89
74489,39867,763,154
71825,33835,268,166
109021,44494,1183,56
122258,97379,417,409
79482,32954,8510,301
142489,53161,1799,265
92969,24058,606,183
125571,41991,10970,170
107903,25114,7703,72
111693,15087,1112,211
93397,90882,656,291
142277,33597,4452,153
100700,50969,1922,681
134451,58117,538,215
172620,65749,14633,233
152257,46346,802,157
79504,19515,1496,219
85202,52874,462,57
220269,35550,14301,266
101582,46767,3104,161
75894,41407,199,90
90261,49485,1144,91
136409,68533,249,220
98176,60003,291,660
93017,51677,510,1092
75114,19031,323,203
66637,18454,1420,324
91395,69044,7971,382
145351,67684,14056,157
79510,67384,568,305
117141,83433,206,572
109640,41905,19597,377
91698,50122,358,142
